"sample_id","habitat","insertsHQ"
"SAMN03270164","built-environment",2745353
"SAMN03270165","built-environment",1775184
"SAMN03270166","built-environment",3682485
"SAMN03270167","built-environment",1950006
"SAMN03270168","built-environment",2098084
"SAMN03270169","built-environment",3733237
"SAMN03270170","built-environment",2012445
"SAMN03270171","built-environment",1922341
"SAMN03270172","built-environment",1786033
"SAMN03270173","built-environment",5248305
"SAMN03270174","built-environment",1779848
"SAMN03270175","built-environment",2084418
"SAMN03270176","built-environment",2150834
"SAMN03270177","built-environment",1867578
"SAMN03270179","built-environment",5102248
"SAMN03270180","built-environment",2147776
"SAMN03270181","built-environment",7022127
"SAMN03270182","built-environment",2432370
"SAMN03270183","built-environment",961270
"SAMN03270184","built-environment",4268076
"SAMN03270185","built-environment",1787233
"SAMN03270186","built-environment",1961085
"SAMN03270187","built-environment",4403635
"SAMN03270188","built-environment",2256325
"SAMN03270189","built-environment",1791434
"SAMN03270191","built-environment",1761571
"SAMN03270192","built-environment",1750710
"SAMN03270193","built-environment",1970748
"SAMN03270194","built-environment",2027815
"SAMN03270195","built-environment",2562666
"SAMN03270196","built-environment",1713741
"SAMN03270197","built-environment",1917869
"SAMN03270198","built-environment",2109619
"SAMN03270199","built-environment",2194039
"SAMN03270200","built-environment",1889865
"SAMN03270201","built-environment",3127379
"SAMN03270202","built-environment",1462361
"SAMN03270203","built-environment",5271380
"SAMN03270204","built-environment",4446220
"SAMN03270205","built-environment",1583584
"SAMN03270206","built-environment",2080105
"SAMN03270207","built-environment",3347720
"SAMN03270208","built-environment",3913709
"SAMN03270209","built-environment",1829245
"SAMN03270211","built-environment",6334894
"SAMN03270212","built-environment",5752277
"SAMN03270213","built-environment",1884633
"SAMN03270214","built-environment",2115316
"SAMN03270215","built-environment",6275456
"SAMN03270216","built-environment",5710953
"SAMN03270217","built-environment",2081821
"SAMN03270218","built-environment",2058358
"SAMN03270219","built-environment",4216469
"SAMN03270220","built-environment",4694935
"SAMN03270221","built-environment",3690765
"SAMN03270222","built-environment",2227303
"SAMN03270223","built-environment",3897955
"SAMN03270224","built-environment",2412880
"SAMN03270225","built-environment",1481019
"SAMN03270226","built-environment",2501180
"SAMN03270227","built-environment",1525917
"SAMN03270228","built-environment",1900743
"SAMN03270229","built-environment",1639362
"SAMN03270230","built-environment",1444633
"SAMN03270231","built-environment",1748638
"SAMN03270232","built-environment",1546886
"SAMN03270233","built-environment",1565572
"SAMN03270234","built-environment",1911736
"SAMN03270235","built-environment",1949832
"SAMN03270236","built-environment",1575629
"SAMN03270237","built-environment",1844655
"SAMN03270238","built-environment",6233409
"SAMN03270239","built-environment",1749930
"SAMN03270240","built-environment",2061340
"SAMN03270241","built-environment",8252108
"SAMN03270242","built-environment",6816676
"SAMN03270243","built-environment",1837623
"SAMN03270245","built-environment",6164521
"SAMN03270246","built-environment",5128036
"SAMN03270247","built-environment",1921655
"SAMN03270249","built-environment",4354999
"SAMN03270250","built-environment",1696090
"SAMN03270252","built-environment",4818654
"SAMN03270253","built-environment",4210820
"SAMN03270254","built-environment",2260532
"SAMN03270255","built-environment",1187732
"SAMN03270258","built-environment",1711034
"SAMN03270259","built-environment",3258564
"SAMN03270260","built-environment",4881915
"SAMN03270261","built-environment",7436928
"SAMN03270262","built-environment",1807964
"SAMN03270263","built-environment",1929877
"SAMN03270264","built-environment",2027887
"SAMN03270265","built-environment",6643037
"SAMN03270266","built-environment",5586586
"SAMN03270267","built-environment",2249742
"SAMN03270268","built-environment",1939365
"SAMN03270269","built-environment",10291791
"SAMN03270270","built-environment",3143898
"SAMN03270271","built-environment",1640725
"SAMN03270272","built-environment",1670710
"SAMN03270273","built-environment",6130729
"SAMN03270274","built-environment",2050013
"SAMN03270275","built-environment",2074612
"SAMN03270276","built-environment",3170715
"SAMN03270277","built-environment",2051070
"SAMN03270278","built-environment",4027381
"SAMN03270279","built-environment",1747946
"SAMN03270280","built-environment",1762049
"SAMN03270281","built-environment",1932046
"SAMN03270282","built-environment",4284556
"SAMN03270283","built-environment",1815989
"SAMN03270284","built-environment",1735046
"SAMN03270285","built-environment",1528901
"SAMN03270286","built-environment",1614654
"SAMN03270287","built-environment",2067634
"SAMN03270288","built-environment",2800046
"SAMN03270289","built-environment",8663198
"SAMN03270290","built-environment",1487156
"SAMN03270291","built-environment",2319340
"SAMN03270293","built-environment",1993873
"SAMN03270294","built-environment",2221049
"SAMN03270295","built-environment",2199195
"SAMN03270296","built-environment",2014897
"SAMN03270297","built-environment",1802850
"SAMN03270298","built-environment",2150103
"SAMN03270299","built-environment",3573069
"SAMN03270300","built-environment",2100772
"SAMN03270301","built-environment",2159437
"SAMN03270302","built-environment",4691298
"SAMN03270303","built-environment",5709318
"SAMN03270304","built-environment",1689946
"SAMN03270305","built-environment",7513064
"SAMN03270306","built-environment",1813711
"SAMN03270307","built-environment",2554058
"SAMN03270308","built-environment",4535108
"SAMN03270309","built-environment",2405572
"SAMN03270310","built-environment",3007814
"SAMN03270311","built-environment",2420629
"SAMN03270312","built-environment",2207449
"SAMN03270313","built-environment",2375972
"SAMN03270314","built-environment",2403846
"SAMN03270315","built-environment",2675279
"SAMN03270316","built-environment",2435521
"SAMN03270317","built-environment",2724516
"SAMN03270318","built-environment",2601571
"SAMN03270319","built-environment",2698050
"SAMN03270320","built-environment",2603344
"SAMN03270321","built-environment",2348095
"SAMN03270322","built-environment",2010967
"SAMN03270323","built-environment",2030876
"SAMN03270324","built-environment",1924484
"SAMN03270325","built-environment",1950837
"SAMN03270326","built-environment",2029791
"SAMN03270327","built-environment",1866201
"SAMN03270328","built-environment",2161869
"SAMN03270329","built-environment",2006026
"SAMN03270332","built-environment",2431544
"SAMN03270333","built-environment",2372209
"SAMN03270334","built-environment",5202330
"SAMN03270335","built-environment",2307173
"SAMN03270336","built-environment",2088948
"SAMN03270337","built-environment",2509512
"SAMN03270338","built-environment",2287730
"SAMN03270339","built-environment",3674085
"SAMN03270340","built-environment",2026910
"SAMN03270341","built-environment",6321808
"SAMN03270342","built-environment",2234453
"SAMN03270343","built-environment",2032133
"SAMN03270344","built-environment",14713354
"SAMN03270345","built-environment",2056435
"SAMN03270346","built-environment",2320705
"SAMN03270348","built-environment",2590815
"SAMN03270349","built-environment",2448032
"SAMN03270350","built-environment",4364624
"SAMN03270351","built-environment",2348089
"SAMN03270352","built-environment",2126912
"SAMN03270353","built-environment",3722929
"SAMN03270354","built-environment",2210385
"SAMN03270355","built-environment",1876632
"SAMN03270356","built-environment",4584932
"SAMN03270357","built-environment",13665465
"SAMN03270358","built-environment",2128001
"SAMN03270360","built-environment",4010634
"SAMN03270361","built-environment",2237962
"SAMN03270362","built-environment",2269782
"SAMN03270363","built-environment",5608256
"SAMN03270364","built-environment",2233375
"SAMN03270365","built-environment",4345627
"SAMN03270366","built-environment",2435846
"SAMN03270367","built-environment",5578393
"SAMN03270368","built-environment",2660789
"SAMN03270369","built-environment",2279499
"SAMN03270370","built-environment",1593694
"SAMN03270371","built-environment",4770159
"SAMN03270372","built-environment",1562094
"SAMN03270373","built-environment",1778943
"SAMN03270374","built-environment",1660658
"SAMN03270375","built-environment",1806232
"SAMN03270376","built-environment",4877850
"SAMN03270377","built-environment",1498312
"SAMN03270378","built-environment",1396779
"SAMN03270379","built-environment",7306498
"SAMN03270380","built-environment",2138213
"SAMN03270381","built-environment",3969194
"SAMN03270382","built-environment",1760294
"SAMN03270383","built-environment",1835948
"SAMN03270384","built-environment",2099997
"SAMN03270385","built-environment",4304426
"SAMN03270386","built-environment",11286832
"SAMN03270387","built-environment",1935416
"SAMN03270388","built-environment",5404242
"SAMN03270389","built-environment",9638424
"SAMN03270390","built-environment",6934824
"SAMN03270391","built-environment",6442743
"SAMN03270392","built-environment",1793850
"SAMN03270393","built-environment",2159707
"SAMN03270394","built-environment",1487962
"SAMN03270395","built-environment",7059371
"SAMN03270396","built-environment",1686157
"SAMN03270397","built-environment",1809635
"SAMN03270398","built-environment",3455406
"SAMN03270399","built-environment",1474938
"SAMN03270400","built-environment",2269430
"SAMN03270401","built-environment",1678379
"SAMN03270403","built-environment",1587008
"SAMN03270404","built-environment",6642288
"SAMN03270405","built-environment",1709855
"SAMN03270406","built-environment",1784878
"SAMN03270407","built-environment",7216929
"SAMN03270408","built-environment",1845182
"SAMN03270410","built-environment",890433
"SAMN03270411","built-environment",1951923
"SAMN03270412","built-environment",1894884
"SAMN03270413","built-environment",4583131
"SAMN03270414","built-environment",1821985
"SAMN03270415","built-environment",1904228
"SAMN03270416","built-environment",4003215
"SAMN03270417","built-environment",6333451
"SAMN03270418","built-environment",1936378
"SAMN03270419","built-environment",1783015
"SAMN03270420","built-environment",2123575
"SAMN03270421","built-environment",5602235
"SAMN03270422","built-environment",1968102
"SAMN03270423","built-environment",4117815
"SAMN03270424","built-environment",1874151
"SAMN03270425","built-environment",1247866
"SAMN03270426","built-environment",5826684
"SAMN03270427","built-environment",1901174
"SAMN03270428","built-environment",1906818
"SAMN03270429","built-environment",2068787
"SAMN03270430","built-environment",6974082
"SAMN03270431","built-environment",2597165
"SAMN03270432","built-environment",2029444
"SAMN03270433","built-environment",2255122
"SAMN03270434","built-environment",1525816
"SAMN03270435","built-environment",2421211
"SAMN03270436","built-environment",3511310
"SAMN03270437","built-environment",4750785
"SAMN03270438","built-environment",36724016
"SAMN03270439","built-environment",3650327
"SAMN03270441","built-environment",2257394
"SAMN03270442","built-environment",2067427
"SAMN03270443","built-environment",2591303
"SAMN03270444","built-environment",2128360
"SAMN03270445","built-environment",4839021
"SAMN03270446","built-environment",2282861
"SAMN03270447","built-environment",3067747
"SAMN03270448","built-environment",2177524
"SAMN03270449","built-environment",2799781
"SAMN03270450","built-environment",2805217
"SAMN03270451","built-environment",2223937
"SAMN03270452","built-environment",1677260
"SAMN03270453","built-environment",2315589
"SAMN03270454","built-environment",2061974
"SAMN03270455","built-environment",2378437
"SAMN03270456","built-environment",2205335
"SAMN03270457","built-environment",3119722
"SAMN03270458","built-environment",2772717
"SAMN03270459","built-environment",1913233
"SAMN03270460","built-environment",1774686
"SAMN03270461","built-environment",4664984
"SAMN03270462","built-environment",3123187
"SAMN03270463","built-environment",2851811
"SAMN03270464","built-environment",3543623
"SAMN03270465","built-environment",2739720
"SAMN03270466","built-environment",3565313
"SAMN03270467","built-environment",6463237
"SAMN03270468","built-environment",1405959
"SAMN03270469","built-environment",2401637
"SAMN03270470","built-environment",3707366
"SAMN03270471","built-environment",2121455
"SAMN03270472","built-environment",1624026
"SAMN03270473","built-environment",25606386
"SAMN03270474","built-environment",3589192
"SAMN03270475","built-environment",2096263
"SAMN03270476","built-environment",3151590
"SAMN03270477","built-environment",1970736
"SAMN03270478","built-environment",2214750
"SAMN03270479","built-environment",2070006
"SAMN03270480","built-environment",1428186
"SAMN03270481","built-environment",1813009
"SAMN03270482","built-environment",3295642
"SAMN03270483","built-environment",2080270
"SAMN03270485","built-environment",3521921
"SAMN03270486","built-environment",2318492
"SAMN03270487","built-environment",2010745
"SAMN03270488","built-environment",2138905
"SAMN03270490","built-environment",2522695
"SAMN03270492","built-environment",2172437
"SAMN03270493","built-environment",2383194
"SAMN03270495","built-environment",1981279
"SAMN03270496","built-environment",4030671
"SAMN03270497","built-environment",2343854
"SAMN03270499","built-environment",5267162
"SAMN03270500","built-environment",1256614
"SAMN03270501","built-environment",2110228
"SAMN03270502","built-environment",2325156
"SAMN03270504","built-environment",3161914
"SAMN03270505","built-environment",2183538
"SAMN03270506","built-environment",2121621
"SAMN03270507","built-environment",2819126
"SAMN03270508","built-environment",1659763
"SAMN03270509","built-environment",2675603
"SAMN03270510","built-environment",3425110
"SAMN03270511","built-environment",2313068
"SAMN03270512","built-environment",2459662
"SAMN03270513","built-environment",3717511
"SAMN03270514","built-environment",2932861
"SAMN03270515","built-environment",2732857
"SAMN03270516","built-environment",1995926
"SAMN03270517","built-environment",2003286
"SAMN03270518","built-environment",1185243
"SAMN03270519","built-environment",2956834
"SAMN03270520","built-environment",2749710
"SAMN03270521","built-environment",2243834
"SAMN03270522","built-environment",3284803
"SAMN03270523","built-environment",2463707
"SAMN03270524","built-environment",2326427
"SAMN03270525","built-environment",1797474
"SAMN03270527","built-environment",7441179
"SAMN03270528","built-environment",1798416
"SAMN03270529","built-environment",2895606
"SAMN03270531","built-environment",2445449
"SAMN03270532","built-environment",2884454
