"sample_id","habitat","insertsHQ"
"SAMN02676125","human gut",45918682
"SAMN02676126","human gut",44927825
"SAMN02676127","human gut",49006860
"SAMN02676128","human gut",38965593
"SAMN02676129","human gut",46477327
"SAMN02676130","human gut",40418899
"SAMN02676131","human gut",43091094
"SAMN02676132","human gut",42987242
"SAMN02676133","human gut",46441105
"SAMN02676134","human gut",37572080
"SAMN02676135","human gut",44249933
"SAMN02676136","human gut",38248815
"SAMN02676137","human gut",43218449
"SAMN02676138","human gut",37577768
"SAMN02676139","human gut",52296818
"SAMN02676140","human gut",32239435
"SAMN02676141","human gut",34110877
"SAMN02676142","human gut",40802240
"SAMN02676143","human gut",40933969
"SAMN02676144","human gut",38877342
"SAMN02676145","human gut",40943842
"SAMN02676146","human gut",35968271
"SAMN02676147","human gut",41270981
"SAMN02676148","human gut",37524195
"SAMN02676149","human gut",41654363
"SAMN02676150","human gut",43747223
"SAMN02676151","human gut",35177173
"SAMN02676152","human gut",35801605
"SAMN02676153","human gut",41663027
"SAMN02676154","human gut",38593128
"SAMN02676155","human gut",32978175
"SAMN02676156","human gut",39057089
"SAMN02676157","human gut",47325347
"SAMN02676158","human gut",19179299
"SAMN02676159","human gut",27685096
"SAMN02676160","human gut",36809409
"SAMN02676161","human gut",26501127
"SAMN02676162","human gut",51929870
"SAMN02676163","human gut",39508425
"SAMN02676164","human gut",73732826
"SAMN02676165","human gut",34143134
"SAMN02676166","human gut",26400684
"SAMN02676167","human gut",36445957
"SAMN02676168","human gut",29175804
"SAMN02676169","human gut",8674368
"SAMN02676170","human gut",4130485
"SAMN02676171","human gut",41573127
"SAMN02676172","human gut",37284433
"SAMN02676173","human gut",9465873
"SAMN02676174","human gut",29320152
"SAMN02676175","human gut",18024047
"SAMN02676176","human gut",26283706
"SAMN02676177","human gut",21428423
"SAMN02676178","human gut",33295533
"SAMN02676179","human gut",44669349
"SAMN02676180","human gut",37705367
"SAMN02676181","human gut",35612682
"SAMN02676182","human gut",27391793
"SAMN02676183","human gut",26387866
"SAMN02676184","human gut",31046845
"SAMN02676185","human gut",34385389
"SAMN02676186","human gut",31736717
"SAMN02676187","human gut",48080774
"SAMN02676188","human gut",39091598
"SAMN02676189","human gut",42585848
"SAMN02676190","human gut",31533759
"SAMN02676191","human gut",31884919
"SAMN02676192","human gut",33587172
"SAMN02676193","human gut",29323559
"SAMN02676194","human gut",40275430
"SAMN02676195","human gut",43779828
"SAMN02676196","human gut",11386639
"SAMN02676197","human gut",9478737
"SAMN02676198","human gut",36941748
"SAMN02676199","human gut",35907751
"SAMN02676200","human gut",31480186
"SAMN02676201","human gut",33988887
"SAMN02676202","human gut",31597458
"SAMN02676203","human gut",34427228
"SAMN02676204","human gut",30604963
"SAMN02676205","human gut",29175024
"SAMN02676206","human gut",31736736
"SAMN02676207","human gut",36798409
"SAMN02676208","human gut",29851248
"SAMN02676209","human gut",30892690
"SAMN02676210","human gut",32337282
"SAMN02676211","human gut",33679905
"SAMN02676212","human gut",24109868
"SAMN02676213","human gut",27701417
"SAMN02676214","human gut",15217852
"SAMN02676215","human gut",32395132
"SAMN02676216","human gut",50571131
"SAMN02676217","human gut",30899025
"SAMN02782223","soil",203485267
"SAMN02782224","soil",191022568
"SAMN02782721","soil",168257540
"SAMN02782723","soil",185696704
"SAMN02782725","soil",161564598
"SAMN02905579","soil",50267905
"SAMN02905582","soil",127007312
"SAMN02905585","soil",112289036
"SAMN02905588","soil",77098890
"SAMN02905591","soil",19327655
"SAMN02905593","soil",46623636
"SAMN02905596","soil",48980948
"SAMN02905599","soil",128879675
"SAMN02905602","soil",57897423
"SAMN02905605","soil",40686104
"SAMN03025393","human skin",937424
"SAMN03025394","human skin",9022054
"SAMN03025395","human skin",14669778
"SAMN03025396","human skin",2538620
"SAMN03025397","human skin",18030868
"SAMN03025399","human skin",22154258
"SAMN03025400","human skin",5519188
"SAMN03025402","human skin",1895218
"SAMN03025403","human skin",1878340
"SAMN03025404","human skin",2718368
"SAMN03025405","human skin",3625407
"SAMN03025406","human skin",648068
"SAMN03025407","human skin",13028438
"SAMN03025408","human skin",1398214
"SAMN03025409","human skin",1370008
"SAMN03025410","human skin",1409608
"SAMN03025411","human skin",1268284
"SAMN03025412","human skin",1395499
"SAMN03025413","human skin",4467595
"SAMN03025414","human skin",5795446
"SAMN03025415","human skin",5428558
"SAMN03025416","human skin",4125144
"SAMN03025417","human skin",1675260
"SAMN03025418","human skin",881918
"SAMN03025420","human skin",3984684
"SAMN03025421","human skin",1817271
"SAMN03025422","human skin",898990
"SAMN03025425","human skin",1226815
"SAMN03025426","human skin",848036
"SAMN03025428","human skin",4190852
"SAMN03025429","human skin",2196640
"SAMN03025430","human skin",2482914
"SAMN03025431","human skin",7586238
"SAMN03025432","human skin",1397691
"SAMN03025433","human skin",2081121
"SAMN03025434","human skin",13600028
"SAMN03025437","human skin",466107
"SAMN03025439","human skin",3065373
"SAMN03025441","human skin",3179866
"SAMN03025442","human skin",5214089
"SAMN03025443","human skin",1045184
"SAMN03025444","human skin",1512193
"SAMN03025445","human skin",577668
"SAMN03025446","human skin",507774
"SAMN03025447","human skin",2945386
"SAMN03025448","human skin",1267480
"SAMN03025449","human skin",966552
"SAMN03025450","human skin",964952
"SAMN03025451","human skin",4114765
"SAMN03025456","human skin",1478815
"SAMN03025458","human skin",1084253
"SAMN03025460","human skin",1027954
"SAMN03025461","human skin",1962604
"SAMN03025462","human skin",2722705
"SAMN03025463","human skin",1812659
"SAMN03025464","human skin",1574111
"SAMN03025467","human skin",2702115
"SAMN03025469","human skin",2369734
"SAMN03025470","human skin",1118452
"SAMN03025471","human skin",1526466
"SAMN03025472","human skin",2665290
"SAMN03025473","human skin",1612520
"SAMN03025474","human skin",1101419
"SAMN03025475","human skin",2473404
"SAMN03025476","human skin",884328
"SAMN03025477","human skin",1867926
"SAMN03025478","human skin",5846207
"SAMN03025479","human skin",2761729
"SAMN03025480","human skin",3693834
"SAMN03025481","human skin",1085076
"SAMN03025482","human skin",1772727
"SAMN03025483","human skin",932326
"SAMN03025484","human skin",873031
"SAMN03025485","human skin",3149629
"SAMN03025486","human skin",2818306
"SAMN03025487","human skin",1454588
"SAMN03025494","human skin",5190398
"SAMN03025497","human skin",605780
"SAMN03025504","human skin",919128
"SAMN03025506","human skin",12530922
"SAMN03025507","human skin",27624284
"SAMN03025509","human skin",5095900
"SAMN03025511","human skin",7289923
"SAMN03025512","human skin",2419328
"SAMN03025513","human skin",2427684
"SAMN03025514","human skin",7714861
"SAMN03025515","human skin",2228070
"SAMN03025516","human skin",30429679
"SAMN03025518","human skin",2560069
"SAMN03025519","human skin",3880203
"SAMN03025520","human skin",5535342
"SAMN03025521","human skin",1681530
"SAMN03025522","human skin",10502974
"SAMN03025524","human skin",2705864
"SAMN03025525","human skin",2762863
"SAMN03025527","human skin",7168630
"SAMN03025529","human skin",1901131
"SAMN03025531","human skin",3712464
"SAMN03025532","human skin",7114339
"SAMN03025534","human skin",3473892
"SAMN03025535","human skin",6407347
"SAMN03025536","human skin",10295702
"SAMN03025537","human skin",37059863
"SAMN03025538","human skin",7296417
"SAMN03025539","human skin",23257688
"SAMN03025540","human skin",31686037
"SAMN03025541","human skin",15215716
"SAMN03025542","human skin",20669730
"SAMN03025543","human skin",32235445
"SAMN03025544","human skin",39950503
"SAMN03025545","human skin",85732860
"SAMN03025546","human skin",24073957
"SAMN03025548","human skin",1879740
"SAMN03025549","human skin",1332340
"SAMN03025550","human skin",1510918
"SAMN03025551","human skin",935325
"SAMN03025552","human skin",12388361
"SAMN03025553","human skin",11534419
"SAMN03025554","human skin",6962644
"SAMN03025555","human skin",3085744
"SAMN03025556","human skin",40249211
"SAMN03025557","human skin",17952619
"SAMN03025558","human skin",31412924
"SAMN03025559","human skin",3971657
"SAMN03025560","human skin",32948121
"SAMN03025561","human skin",8034553
"SAMN03025562","human skin",3599278
"SAMN03025563","human skin",8792675
"SAMN03025564","human skin",30050945
"SAMN03025565","human skin",1683842
"SAMN03025566","human skin",8458222
"SAMN03025567","human skin",5411284
"SAMN03025568","human skin",2722729
"SAMN03025569","human skin",6032693
"SAMN03025570","human skin",213241970
"SAMN03025571","human skin",285786999
"SAMN03025572","human skin",109868645
"SAMN03025573","human skin",13684262
"SAMN03025574","human skin",19286662
"SAMN03025575","human skin",6074799
"SAMN03025576","human skin",17491196
"SAMN03025577","human skin",12773376
"SAMN03025578","human skin",15836387
"SAMN03025579","human skin",5576223
"SAMN03025580","human skin",12388459
"SAMN03025581","human skin",58525768
"SAMN03025582","human skin",5546383
"SAMN03025583","human skin",12286446
"SAMN03025584","human skin",3573797
"SAMN03025585","human skin",5048056
"SAMN03025586","human skin",2774526
"SAMN03025587","human skin",61279415
"SAMN03025588","human skin",23217289
"SAMN03025589","human skin",15748909
"SAMN03025590","human skin",5169095
"SAMN03025591","human skin",5455407
"SAMN03025592","human skin",4229178
"SAMN03025593","human skin",7682087
"SAMN03025594","human skin",2180766
"SAMN03025595","human skin",4711130
"SAMN03025596","human skin",9917625
"SAMN03025597","human skin",4978089
"SAMN03025598","human skin",17267006
"SAMN03025599","human skin",1920060
"SAMN03025600","human skin",1759153
"SAMN03025601","human skin",2956855
"SAMN03025602","human skin",3340016
"SAMN03025603","human skin",4251530
"SAMN03025604","human skin",28263287
"SAMN03025605","human skin",17839551
"SAMN03025607","human skin",13816511
"SAMN03025608","human skin",2226038
"SAMN03025609","human skin",9387254
"SAMN03025610","human skin",2420837
"SAMN03025611","human skin",13269667
"SAMN03025612","human skin",9303207
"SAMN03025613","human skin",12773752
"SAMN03025614","human skin",55484730
"SAMN03025616","human skin",16498769
"SAMN03025617","human skin",4451649
"SAMN03025618","human skin",13185078
"SAMN03025619","human skin",2337998
"SAMN03025620","human skin",5016980
"SAMN03025621","human skin",3652286
"SAMN03025622","human skin",78003423
"SAMN03025623","human skin",1875725
"SAMN03025624","human skin",8305869
"SAMN03025625","human skin",14471313
"SAMN03025626","human skin",1139817
"SAMN03025627","human skin",12811114
"SAMN03025628","human skin",12410504
"SAMN03025629","human skin",3948780
"SAMN03025630","human skin",10977001
"SAMN03025631","human skin",17740664
"SAMN03025632","human skin",11070629
"SAMN03025633","human skin",21810290
"SAMN03025634","human skin",2605754
"SAMN03025635","human skin",9708836
"SAMN03025636","human skin",2795585
"SAMN03025637","human skin",1701790
"SAMN03025638","human skin",2831387
"SAMN03025639","human skin",67782009
"SAMN03025640","human skin",6458564
"SAMN03025641","human skin",26966679
"SAMN03025642","human skin",5858810
"SAMN03025643","human skin",3735693
"SAMN03025644","human skin",19567379
"SAMN03025645","human skin",10353848
"SAMN03025646","human skin",1587346
"SAMN03025647","human skin",1792434
"SAMN03025648","human skin",12585990
"SAMN03025649","human skin",9875452
"SAMN03025650","human skin",77555457
"SAMN03025651","human skin",9397562
"SAMN03025652","human skin",29011714
"SAMN03025653","human skin",7055538
"SAMN03025654","human skin",2441812
"SAMN03025655","human skin",4097403
"SAMN03025656","human skin",39146202
"SAMN03025657","human skin",5866081
"SAMN03025658","human skin",7250521
"SAMN03025659","human skin",11445833
"SAMN03025660","human skin",11039278
"SAMN03025661","human skin",51091730
"SAMN03025662","human skin",9712098
"SAMN03025663","human skin",7460818
"SAMN03025665","human skin",19201942
"SAMN03025666","human skin",10729469
"SAMN03025667","human skin",71641548
"SAMN03025668","human skin",2570473
"SAMN03025669","human skin",15380300
"SAMN03025670","human skin",1018609
"SAMN03025671","human skin",11146219
"SAMN03025672","human skin",6721396
"SAMN03025673","human skin",39065129
"SAMN03025674","human skin",5352796
"SAMN03025675","human skin",26654109
"SAMN03025676","human skin",19006628
"SAMN03025677","human skin",17191103
"SAMN03025678","human skin",84167906
"SAMN03025679","human skin",14800318
"SAMN03025680","human skin",2287028
"SAMN03025681","human skin",11867512
"SAMN03025682","human skin",11054935
"SAMN03025683","human skin",9498889
"SAMN03159590","human skin",1135860
"SAMN03159599","human skin",1067580
"SAMN03159600","human skin",1029674
"SAMN03159601","human skin",1059430
"SAMN03159602","human skin",980964
"SAMN03159604","human skin",940574
"SAMN03159607","human skin",1077907
"SAMN03159608","human skin",1988777
"SAMN03159609","human skin",1603474
"SAMN03159610","human skin",1171479
"SAMN03159611","human skin",1032513
"SAMN03159614","human skin",2017125
"SAMN03159615","human skin",1032734
"SAMN03159616","human skin",914479
"SAMN03159619","human skin",1192713
"SAMN03159620","human skin",2104947
"SAMN03159621","human skin",1941837
"SAMN03159622","human skin",1767464
"SAMN03159623","human skin",1669032
"SAMN03159624","human skin",2094895
"SAMN03159627","human skin",2093735
"SAMN03159628","human skin",2461605
"SAMN03159629","human skin",1631792
"SAMN03159630","human skin",1996816
"SAMN03159631","human skin",1755318
"SAMN03159632","human skin",1020955
"SAMN03159633","human skin",2373381
"SAMN03159634","human skin",1389168
"SAMN03159636","human skin",1558088
"SAMN03159637","human skin",1512572
"SAMN03159638","human skin",1130932
"SAMN03159644","human skin",996189
"SAMN03159646","human skin",1196511
"SAMN03159647","human skin",1341286
"SAMN03159648","human skin",1937939
"SAMN03159649","human skin",1390145
"SAMN03159650","human skin",1143166
"SAMN03159652","human skin",1524295
"SAMN03159654","human skin",950622
"SAMN03159655","human skin",1470091
"SAMN03159657","human skin",1337533
"SAMN03159658","human skin",1251193
"SAMN03159665","human skin",1272754
"SAMN03159666","human skin",1034542
"SAMN03159667","human skin",1008269
"SAMN03159671","human skin",1441954
"SAMN03159673","human skin",1302110
"SAMN03159674","human skin",1838156
"SAMN03159675","human skin",986210
"SAMN03159676","human skin",979850
"SAMN03159677","human skin",1291358
"SAMN03159678","human skin",949277
"SAMN03159679","human skin",1672674
"SAMN03159681","human skin",1365864
"SAMN03159682","human skin",1194104
"SAMN03159684","human skin",1006236
"SAMN03159686","human skin",1752982
"SAMN03159688","human skin",1043191
"SAMN03159690","human skin",1325398
"SAMN03159691","human skin",2080464
"SAMN03159692","human skin",2315777
"SAMN03159693","human skin",1237533
"SAMN03159694","human skin",1190881
"SAMN03159696","human skin",1563726
"SAMN03159697","human skin",1560404
"SAMN03159698","human skin",1391333
"SAMN03159699","human skin",1501250
"SAMN03159700","human skin",1144017
"SAMN03159702","human skin",1023075
"SAMN03159703","human skin",1869789
"SAMN03159704","human skin",1266376
"SAMN03159705","human skin",955493
"SAMN03159708","human skin",1859588
"SAMN03159709","human skin",2168080
"SAMN03159710","human skin",1600932
"SAMN03159711","human skin",1613393
"SAMN03159712","human skin",1244818
"SAMN03159714","human skin",1020385
"SAMN03159715","human skin",1346710
"SAMN03159716","human skin",1370315
"SAMN03159717","human skin",2075535
"SAMN03159718","human skin",1057554
"SAMN03159720","human skin",1862055
"SAMN03159721","human skin",1067362
"SAMN03159722","human skin",1374780
"SAMN03159723","human skin",2491298
"SAMN03159724","human skin",1196772
"SAMN03159726","human skin",1022674
"SAMN03159727","human skin",1184310
"SAMN03159729","human skin",1352466
"SAMN03159730","human skin",1529180
"SAMN03159732","human skin",1004167
"SAMN03159733","human skin",1131429
"SAMN03159734","human skin",1316891
"SAMN03159735","human skin",1198682
"SAMN03159736","human skin",983195
"SAMN03159738","human skin",1884010
"SAMN03159739","human skin",1413204
"SAMN03159740","human skin",1216624
"SAMN03159742","human skin",1181906
"SAMN03159744","human skin",1294509
"SAMN03159745","human skin",1276476
"SAMN03159747","human skin",1167747
"SAMN03159750","human skin",1854113
"SAMN03159751","human skin",2244918
"SAMN03159752","human skin",1616255
"SAMN03159753","human skin",1628553
"SAMN03159754","human skin",1104780
"SAMN03159756","human skin",1083162
"SAMN03159762","human skin",2109253
"SAMN03159763","human skin",1556669
"SAMN03159764","human skin",1925589
"SAMN03159765","human skin",1174150
"SAMN03159766","human skin",1294024
"SAMN03159768","human skin",2124634
"SAMN03159769","human skin",1212413
"SAMN03159770","human skin",1288537
"SAMN03159771","human skin",1908154
"SAMN03159772","human skin",1851683
"SAMN03159774","human skin",1388874
"SAMN03159775","human skin",2376797
"SAMN03159776","human skin",1517411
"SAMN03159777","human skin",2195169
"SAMN03159778","human skin",3264958
"SAMN03159779","human skin",1150553
"SAMN03159780","human skin",1283771
"SAMN03159781","human skin",937886
"SAMN03159783","human skin",1214888
"SAMN03159785","human skin",1836059
"SAMN03159786","human skin",1026215
"SAMN03159787","human skin",2034825
"SAMN03159788","human skin",1104977
"SAMN03159791","human skin",1938969
"SAMN03159792","human skin",1548394
"SAMN03159793","human skin",1161285
"SAMN03159794","human skin",1223223
"SAMN03159795","human skin",1234911
"SAMN03159797","human skin",2591451
"SAMN03159798","human skin",899435
"SAMN03159800","human skin",887503
"SAMN03159803","human skin",1040132
"SAMN03159804","human skin",1005121
"SAMN03159805","human skin",1334770
"SAMN03159809","human skin",1213140
"SAMN03159810","human skin",990512
"SAMN03159811","human skin",1174025
"SAMN03159812","human skin",1245582
"SAMN03159813","human skin",1150194
"SAMN03159815","human skin",1364446
"SAMN03159816","human skin",3240493
"SAMN03159817","human skin",2991853
"SAMN03159818","human skin",4607927
"SAMN03159819","human skin",2023024
"SAMN03159821","human skin",7283948
"SAMN03159822","human skin",2507334
"SAMN03159823","human skin",1401122
"SAMN03159824","human skin",1180434
"SAMN03159825","human skin",1163371
"SAMN03159827","human skin",1495449
"SAMN03159828","human skin",1385105
"SAMN03159829","human skin",2906718
"SAMN03159830","human skin",1209812
"SAMN03159831","human skin",2064691
"SAMN03159833","human skin",2433122
"SAMN03159834","human skin",1036175
"SAMN03159835","human skin",1035379
"SAMN03159836","human skin",1501077
"SAMN03159839","human skin",1783623
"SAMN03159840","human skin",895375
"SAMN03159843","human skin",903770
"SAMN03159845","human skin",1075820
"SAMN03159846","human skin",1656305
"SAMN03159847","human skin",2080893
"SAMN03159848","human skin",1254908
"SAMN03159851","human skin",1222761
"SAMN03159853","human skin",1356693
"SAMN03159857","human skin",1735473
"SAMN03159858","human skin",1302684
"SAMN03159859","human skin",1121630
"SAMN03159860","human skin",1389306
"SAMN03159863","human skin",1618644
"SAMN03159864","human skin",1595660
"SAMN03159865","human skin",3123993
"SAMN03159866","human skin",1558237
"SAMN03159869","human skin",2569090
"SAMN03159870","human skin",1581463
"SAMN03159872","human skin",1007150
"SAMN03159873","human skin",1318222
"SAMN03159936","human skin",987138
"SAMN03159940","human skin",1347061
"SAMN03159942","human skin",1863164
"SAMN03159944","human skin",1112179
"SAMN03159945","human skin",2701137
"SAMN03159946","human skin",2528152
"SAMN03159948","human skin",1156371
"SAMN03159950","human skin",1126642
"SAMN03159951","human skin",1183792
"SAMN03159952","human skin",1521874
"SAMN03159953","human skin",1210851
"SAMN03159955","human skin",2433316
"SAMN03159956","human skin",1170961
"SAMN03159957","human skin",1314902
"SAMN03159958","human skin",2129803
"SAMN03159959","human skin",844521
"SAMN03159960","human skin",1721784
"SAMN03159962","human skin",926525
"SAMN03159963","human skin",1570888
"SAMN03159964","human skin",1719057
"SAMN03159965","human skin",2084113
"SAMN03159966","human skin",2393159
"SAMN03159967","human skin",2836232
"SAMN03159968","human skin",2480835
"SAMN03159969","human skin",1413468
"SAMN03159970","human skin",1916657
"SAMN03159971","human skin",2167269
"SAMN03159972","human skin",1568365
"SAMN03159973","human skin",1114736
"SAMN03159974","human skin",2454989
"SAMN03159975","human skin",953769
"SAMN03159976","human skin",1034164
"SAMN03159980","human skin",1029652
"SAMN03159981","human skin",1044938
"SAMN03159982","human skin",1136832
"SAMN03159983","human skin",1180694
"SAMN03159987","human skin",2657336
"SAMN03159988","human skin",3380188
"SAMN03159992","human skin",1058665
"SAMN03159995","human skin",1106096
"SAMN03159996","human skin",1696336
"SAMN03159997","human skin",1630536
"SAMN03159998","human skin",1609329
"SAMN03159999","human skin",1745212
"SAMN03160001","human skin",1596002
"SAMN03160003","human skin",1068794
"SAMN03160004","human skin",1773588
"SAMN03160005","human skin",1434605
"SAMN03160007","human skin",2377568
"SAMN03160008","human skin",1032071
"SAMN03160010","human skin",1999771
"SAMN03160011","human skin",2274890
"SAMN03160013","human skin",1205884
"SAMN03160014","human skin",1216613
"SAMN03160015","human skin",1249640
"SAMN03160016","human skin",1500105
"SAMN03160017","human skin",2977431
"SAMN03160018","human skin",1226657
"SAMN03160019","human skin",3261931
"SAMN03160020","human skin",2023146
"SAMN03160021","human skin",2914271
"SAMN03160022","human skin",1564850
"SAMN03160024","human skin",1683665
"SAMN03160029","human skin",1988422
"SAMN03160030","human skin",1043589
"SAMN03160031","human skin",946415
"SAMN03160032","human skin",863916
"SAMN03160033","human skin",1125841
"SAMN03160035","human skin",1615226
"SAMN03160036","human skin",1177091
"SAMN03160037","human skin",1028337
"SAMN03160039","human skin",897320
"SAMN03160040","human skin",1412415
"SAMN03160041","human skin",6598705
"SAMN03160047","human skin",1220320
"SAMN03160048","human skin",1584272
"SAMN03160049","human skin",1105564
"SAMN03160050","human skin",1432272
"SAMN03160051","human skin",1775520
"SAMN03160052","human skin",1636822
"SAMN03160054","human skin",1133746
"SAMN03160058","human skin",936789
"SAMN03160059","human skin",2833935
"SAMN03160060","human skin",3454560
"SAMN03160061","human skin",972627
"SAMN03160062","human skin",2729963
"SAMN03160063","human skin",2038294
"SAMN03160064","human skin",1657794
"SAMN03160065","human skin",2104011
"SAMN03160066","human skin",4713517
"SAMN03160067","human skin",2245635
"SAMN03160068","human skin",1073698
"SAMN03160069","human skin",1125979
"SAMN03160070","human skin",2716530
"SAMN03160071","human skin",1076713
"SAMN03160072","human skin",884041
"SAMN03160073","human skin",969627
"SAMN03160074","human skin",845878
"SAMN03160075","human skin",3067195
"SAMN03160076","human skin",1517597
"SAMN03160077","human skin",1709665
"SAMN03160078","human skin",1601023
"SAMN03160080","human skin",991682
"SAMN03160083","human skin",1118004
"SAMN03160084","human skin",2247421
"SAMN03160085","human skin",1003143
"SAMN03160086","human skin",2198621
"SAMN03160087","human skin",1437792
"SAMN03160088","human skin",891955
"SAMN03160089","human skin",2162770
"SAMN03160090","human skin",1052592
"SAMN03160091","human skin",1894517
"SAMN03160092","human skin",1860219
"SAMN03160093","human skin",1414717
"SAMN03160094","human skin",935647
"SAMN03160095","human skin",1713010
"SAMN03160096","human skin",1144658
"SAMN03160097","human skin",2657694
"SAMN03160098","human skin",1524544
"SAMN03160099","human skin",1732003
"SAMN03160100","human skin",1232443
"SAMN03160101","human skin",2275345
"SAMN03160102","human skin",1826186
"SAMN03160104","human skin",1359862
"SAMN03160108","human skin",3339335
"SAMN03160109","human skin",3128504
"SAMN03160110","human skin",1808538
"SAMN03160111","human skin",1299483
"SAMN03160115","human skin",2710288
"SAMN03160116","human skin",5460907
"SAMN03160117","human skin",1361693
"SAMN03160122","human skin",1301100
"SAMN03160125","human skin",1122188
"SAMN03160126","human skin",1643593
"SAMN03160128","human skin",1045986
"SAMN03160131","human skin",1544926
"SAMN03160132","human skin",2763715
"SAMN03160134","human skin",2567810
"SAMN03160135","human skin",1967548
"SAMN03160137","human skin",1060693
"SAMN03160138","human skin",1156705
"SAMN03160142","human skin",964772
"SAMN03160143","human skin",1235504
"SAMN03160145","human skin",927848
"SAMN03160146","human skin",1855602
"SAMN03160147","human skin",1429810
"SAMN03160149","human skin",1074281
"SAMN03160150","human skin",1122514
"SAMN03160155","human skin",1072212
"SAMN03160156","human skin",1168624
"SAMN03160158","human skin",1528733
"SAMN03160159","human skin",7222543
"SAMN03160160","human skin",1257208
"SAMN03160161","human skin",1619667
"SAMN03160162","human skin",1458550
"SAMN03160164","human skin",2436012
"SAMN03160165","human skin",5147546
"SAMN03160170","human skin",1065628
"SAMN03160179","human skin",1107752
"SAMN03160180","human skin",1066728
"SAMN03160182","human skin",1332490
"SAMN03160183","human skin",1142160
"SAMN03160184","human skin",1213133
"SAMN03160185","human skin",1262175
"SAMN03160190","human skin",1270684
"SAMN03160192","human skin",1530322
"SAMN03160193","human skin",1227476
"SAMN03160194","human skin",980691
"SAMN03160196","human skin",914485
"SAMN03160197","human skin",976447
"SAMN03160202","human skin",1856818
"SAMN03160203","human skin",2478885
"SAMN03160204","human skin",1892748
"SAMN03160205","human skin",2362402
"SAMN03160206","human skin",3082609
"SAMN03160207","human skin",4275041
"SAMN03160208","human skin",4948107
"SAMN03160209","human skin",1918055
"SAMN03160210","human skin",3780622
"SAMN03160211","human skin",3502540
"SAMN03160212","human skin",1008651
"SAMN03160213","human skin",2769633
"SAMN03160243","human skin",706962
"SAMN03160251","human skin",957188
"SAMN03160264","human skin",1763589
"SAMN03270026","built-environment",2240369
"SAMN03270027","built-environment",2065638
"SAMN03270028","built-environment",1977167
"SAMN03270029","built-environment",1913771
"SAMN03270030","built-environment",1768335
"SAMN03270031","built-environment",1903044
"SAMN03270032","built-environment",2056219
"SAMN03270033","built-environment",2065932
"SAMN03270034","built-environment",1761881
"SAMN03270035","built-environment",2219563
"SAMN03270036","built-environment",1952167
"SAMN03270037","built-environment",2798983
"SAMN03270038","built-environment",2082694
"SAMN03270039","built-environment",1695307
"SAMN03270040","built-environment",1491193
"SAMN03270041","built-environment",2538152
"SAMN03270042","built-environment",2706769
"SAMN03270043","built-environment",3502077
"SAMN03270044","built-environment",3492088
"SAMN03270045","built-environment",3648820
"SAMN03270046","built-environment",2715389
"SAMN03270047","built-environment",3129533
"SAMN03270048","built-environment",3322800
"SAMN03270049","built-environment",3101508
"SAMN03270050","built-environment",2898546
"SAMN03270051","built-environment",2052986
"SAMN03270052","built-environment",2580939
"SAMN03270053","built-environment",2593066
"SAMN03270056","built-environment",2668427
"SAMN03270057","built-environment",2421497
"SAMN03270058","built-environment",1832280
"SAMN03270059","built-environment",5928513
"SAMN03270062","built-environment",2207956
"SAMN03270069","built-environment",2909086
"SAMN03270070","built-environment",2846098
"SAMN03270072","built-environment",1994160
"SAMN03270074","built-environment",1264923
"SAMN03270075","built-environment",2504175
"SAMN03270076","built-environment",2794810
"SAMN03270078","built-environment",2366399
"SAMN03270079","built-environment",2512532
"SAMN03270082","built-environment",2271757
"SAMN03270087","built-environment",6277148
"SAMN03270088","built-environment",2106134
"SAMN03270089","built-environment",2199786
"SAMN03270090","built-environment",2070155
"SAMN03270091","built-environment",2025295
"SAMN03270092","built-environment",2327572
"SAMN03270093","built-environment",2052903
"SAMN03270094","built-environment",1734371
"SAMN03270096","built-environment",3823584
"SAMN03270098","built-environment",1701009
"SAMN03270099","built-environment",2135048
"SAMN03270102","built-environment",1918591
"SAMN03270104","built-environment",1967636
"SAMN03270105","built-environment",1161862
"SAMN03270106","built-environment",1928721
"SAMN03270108","built-environment",2041441
"SAMN03270109","built-environment",1459453
"SAMN03270111","built-environment",1980434
"SAMN03270113","built-environment",1338688
"SAMN03270115","built-environment",1380450
"SAMN03270116","built-environment",1775803
"SAMN03270121","built-environment",1365896
"SAMN03270122","built-environment",1695927
"SAMN03270125","built-environment",1635886
"SAMN03270126","built-environment",1962108
"SAMN03270128","built-environment",2595853
"SAMN03270129","built-environment",2700631
"SAMN03270130","built-environment",4120740
"SAMN03270131","built-environment",2171612
"SAMN03270132","built-environment",2267064
"SAMN03270133","built-environment",2060632
"SAMN03270136","built-environment",2151520
"SAMN03270137","built-environment",4063855
"SAMN03270138","built-environment",4052818
"SAMN03270139","built-environment",1761454
"SAMN03270140","built-environment",2087776
"SAMN03270142","built-environment",1866707
"SAMN03270143","built-environment",2270702
"SAMN03270144","built-environment",1941085
"SAMN03270146","built-environment",2005181
"SAMN03270147","built-environment",1893615
"SAMN03270149","built-environment",2097800
"SAMN03270150","built-environment",2978682
"SAMN03270152","built-environment",2166585
"SAMN03270153","built-environment",2049152
"SAMN03270155","built-environment",2075864
"SAMN03270156","built-environment",1745748
"SAMN03270157","built-environment",722902
"SAMN03270159","built-environment",1606540
"SAMN03270160","built-environment",1698368
"SAMN03270161","built-environment",939576
"SAMN03270162","built-environment",1910147
"SAMN03270163","built-environment",4775519
