"Term_ID","Term_Label","Parent_ID","Parent_Label","geneclass"
"ARO:3001404","OXA-9","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004629","AAC(6')-Im","ARO:3000345","AAC(6')","aac"
"ARO:3005350","DfrB9","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002597","AAC(6')-Ie-APH(2'')-Ia bifunctional protein","ARO:3007419","aminoglycoside bifunctional resistance protein","bifunctional aminoglycoside"
"ARO:3003005","CfxA4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004656","catII from Escherichia coli K-12","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3003106","Erm(42)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3002872","FosA3","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3002788","QnrD1","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002636","APH(2'')-IIIa","ARO:3000128","APH(2'')","aph"
"ARO:3002999","CblA-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003689","MCR-1.1","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3004547","dfrA6","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3005876","OXA-661","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006882","ECM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002854","dfrA1","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3004111","FosA6","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3001866","CTX-M-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003762","lnuE","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3002069","CMY-59","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002642","APH(3')-Ib","ARO:3000126","APH(3')","aph"
"ARO:3004122","Klebsiella pneumoniae OmpK37","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3000832","evgA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3007682","MdtQ","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3002626","ANT(6)-Ia","ARO:3000225","ANT(6)","ant"
"ARO:3002605","aadA5","ARO:3004275","ANT(3'')","ant"
"ARO:3004550","dfrA27","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002088","CMY-75","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3005043","cmlA9","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3004623","AAC(3)-IId","ARO:3000322","AAC(3)","aac"
"ARO:3007838","tet(65)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002950","vanX gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002748","QnrB33","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3000013","vanB","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003002","CfxA2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006881","EC-8","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004773","CKO-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002660","APH(6)-Id","ARO:3000151","APH(6)","aph"
"ARO:3001777","OXA-347","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002637","APH(2'')-IVa","ARO:3000128","APH(2'')","aph"
"ARO:3002837","lnuC","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3001980","CTX-M-121","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007802","RATA-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002655","APH(4)-Ia","ARO:3000155","APH(4)","aph"
"ARO:3005830","OXA-609","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002995","ROB-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004601","LnuP","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3000593","ErmQ","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3004704","aadA8b","ARO:3004275","ANT(3'')","ant"
"ARO:3002968","vanXY gene in vanL cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003908","Erm(47)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3001396","OXA-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000193","tet(T)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3002629","ANT(6)-Ib","ARO:3000225","ANT(6)","ant"
"ARO:3007894","ACT-111","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002861","dfrA5","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3004359","ACI-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004454","Campylobacter coli chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3005099","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3000830","cpxA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000567","tet(40)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3000192","tet(S)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3009030","PLA-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002455","LEN-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005323","OXA-926","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000413","sul3","ARO:3004238","sulfonamide resistant sul","sul"
"ARO:3004658","catA8","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3007861","DYB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006875","EC-14","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002720","QnrB6","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002844","vatE","ARO:3000233","streptogramin inactivation enzyme","vat"
"ARO:3002654","APH(3')-VIIa","ARO:3000126","APH(3')","aph"
"ARO:3001070","SHV-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007935","ACT-172","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002428","OKP-A-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007900","ACT-118","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002659","APH(6)-Ic","ARO:3000151","APH(6)","aph"
"ARO:3002113","CMY-101","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002669","APH(2'')-Ig","ARO:3000128","APH(2'')","aph"
"ARO:3007489","dfrB10","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002510","LRA-3","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005198","CMY-157","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002867","dfrF","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3001868","CTX-M-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000620","adeL","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3006709","PDC-34","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003710","MexL","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000521","Staphylococcus aureus mupA conferring resistance to mupirocin","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant"
"ARO:3004047","kdpD","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3006247","ACT-52","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002399","OXY-2-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002962","vanZ gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002726","QnrB12","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002494","SRT-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000621","PC1 beta-lactamase (blaZ)","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001859","IMI-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003665","NmcR","ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance"
"ARO:3004239","NPS-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000361","EreA","ARO:3000320","macrolide esterase","mel"
"ARO:3002679","Pseudomonas aeruginosa catB7","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3002554","AAC(6')-Ig","ARO:3000345","AAC(6')","aac"
"ARO:3004542","mphN","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3006248","ACT-53","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3005044","OmpA","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3002686","catP","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3000578","CcrA","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006245","ACT-50","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000826","sdiA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3001856","CFE-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002724","QnrB10","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002137","DHA-4","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002777","QnrB65","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002921","vanR gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002675","catB2","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3001829","ACT-4","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007137","mcr-10.1","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3003774","Streptococcus agalactiae mprF","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3003599","OXA-443","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003600","OXA-444","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001416","OXA-21","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002558","AAC(6')-Ik","ARO:3000345","AAC(6')","aac"
"ARO:3004695","MCR-4.3","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3001301","RlmA(II)","ARO:3000492","gene involved in self-resistance to antibiotic","self-resistance"
"ARO:3003964","hp1181","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003731","fusD","ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
"ARO:3004663","FusF","ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
"ARO:3004056","ArmR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000605","Erm(36)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3000391","norA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002865","dfrC","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3004673","FosB6","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3000815","mgrA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002985","arnA","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3008460","OXA-1041","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002363","PER-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005736","OXA-506","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005461","EBR-3","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004595","erm(45)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3001705","OXA-72","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003886","ADC-80","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003199","AAC(6')-Iak","ARO:3000345","AAC(6')","aac"
"ARO:3000553","adeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3008817","OXY-8-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007986","ADC-270","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000559","adeN","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3007069","FosY","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3005056","tet(X6)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3002391","OXY-1-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003862","ADC-18","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007907","ACT-131","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001616","OXA-68","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001738","OXA-283","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002864","dfrB1","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3001549","OXA-362","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006370","ADC-201","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004089","ANT(3'')-IIa","ARO:3004275","ANT(3'')","ant"
"ARO:3008060","ADC-350","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006993","SGM-7","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001547","OXA-360","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005334","Trimethoprim-resistant dihydrofolate reductase DfrA42","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002803","QnrVC6","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3004684","MCR-9.1","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3008530","OXA-1112","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008774","OXA-997","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001681","OXA-278","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003742","mphG","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3008426","OXA-1005","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002269","IND-14","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004771","CIA-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008063","ADC-353","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001732","OXA-276","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002257","IND-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004838","LEN-30","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000853","AIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006324","ADC-150","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007032","Erm(50)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3008077","AXC-8","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004568","dfrA18","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3002570","AAC(6')-Iz","ARO:3000345","AAC(6')","aac"
"ARO:3002922","vanR gene in vanC cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3001611","OXA-58","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006017","OXA-819","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002521","OCH-8","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3009035","RAA-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005462","EBR-4","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006977","PST-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006897","AXC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001609","OXA-114a","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008195","GOB-17","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005525","BlaB-12","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008424","OXA-1003","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007952","ACT-189","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008003","ADC-287","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003017","dfrA21","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3008204","HER-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006927","KLUC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001503","OXA-258","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002255","CARB-16","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008758","OXA-981","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002646","APH(3')-IIc","ARO:3000126","APH(3')","aph"
