"Term_ID","Term_Label","Parent_ID","Parent_Label","geneclass"
"ARO:3004467","ciprofloxacin phosphotransferase","ARO:3004467","ciprofloxacin phosphotransferase","crpP"
"ARO:3000507","rifampin-resistant RNA polymerase-binding protein","ARO:3000507","rifampin-resistant RNA polymerase-binding protein","rifampin Rbp"
"ARO:3000249","chloramphenicol phosphotransferase","ARO:3000249","chloramphenicol phosphotransferase","cpt"
"ARO:3004238","sulfonamide resistant sul","ARO:3004238","sulfonamide resistant sul","sul"
"ARO:3000225","ANT(6)","ARO:3000225","ANT(6)","ant"
"ARO:3000333","macrolide phosphotransferase (MPH)","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3004261","viomycin phosphotransferase","ARO:3004261","viomycin phosphotransferase","vph"
"ARO:3007419","aminoglycoside bifunctional resistance protein","ARO:3007419","aminoglycoside bifunctional resistance protein","bifunctional aminoglycoside"
"ARO:3000076","class C beta-lactamase","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000869","streptothricin acetyltransferase (SAT)","ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
"ARO:3002959","vanY gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002972","vanT gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003724","vanW gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002948","vanH gene in vanO cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003069","vanXY gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002909","vanG","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3000191","tet(Q)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3002955","vanY gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002956","vanY gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002961","vanY gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002971","vanT gene in vanE cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3007104","nimA","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3007112","nimJ","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3002958","vanY gene in vanF cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002964","vanW gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3000518","CRP","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002965","vanW gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002945","vanH gene in vanF cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002947","vanH gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3007107","nimE","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3000196","tet(32)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3000197","tet(36)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3007109","nimG","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3004470","poxtA","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3000556","tet(44)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3000195","tetB(P)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3005069","rsmA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000190","tet(O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3004655","nimB","ARO:3007103","nitroimidazole reductase","nim"
"ARO:3002639","APH(3'')-Ib","ARO:3000127","APH(3'')","aph"
"ARO:3002943","vanH gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002528","AAC(3)-Ia","ARO:3000322","AAC(3)","aac"
"ARO:3000819","nalD","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3004059","Type A NfxB","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002606","aadA6","ARO:3004275","ANT(3'')","ant"
"ARO:3006211","VEB-14","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003801","bcr-1","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002604","aadA4","ARO:3004275","ANT(3'')","ant"
"ARO:3002891","Streptomyces rimosus otr(A)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3004107","Pseudomonas aeruginosa soxR","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant"
"ARO:3002536","AAC(3)-IIIa","ARO:3000322","AAC(3)","aac"
"ARO:3001797","OXA-46","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001811","OXA-129","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004675","aphA15","ARO:3000126","APH(3')","aph"
"ARO:3002585","AAC(6')-31","ARO:3000345","AAC(6')","aac"
"ARO:3004786","FIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002595","AAC(6')-IIb","ARO:3000345","AAC(6')","aac"
"ARO:3002594","AAC(6')-IIa","ARO:3000345","AAC(6')","aac"
"ARO:3005150","PAC-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002206","IMP-15","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3003709","MexZ","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002274","VIM-4","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002578","AAC(6')-Ib7","ARO:3000345","AAC(6')","aac"
"ARO:3000149","FosA","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3001796","OXA-50","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007101","BcIII","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002209","IMP-18","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007372","FosBx1","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3000606","FEZ-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005008","TxR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000841","CGB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3009041","RSC1-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004574","Acinetobacter baumannii AbaQ","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3005053","ArnT","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3007127","Streptomyces lividans otr(A)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3002541","AAC(3)-VIIa","ARO:3000322","AAC(3)","aac"
"ARO:3007371","FosA8","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3000245","RbpA","ARO:3000507","rifampin-resistant RNA polymerase-binding protein","rifampin Rbp"
"ARO:3005085","AAC(3)-IIg","ARO:3000322","AAC(3)","aac"
"ARO:3003210","FosA4","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3007208","HelR","ARO:3000507","rifampin-resistant RNA polymerase-binding protein","rifampin Rbp"
"ARO:3007209","Streptomyces venezuelae rox","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3004573","Acinetobacter baumannii AbaF","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002574","AAC(6')-Iaf","ARO:3000345","AAC(6')","aac"
"ARO:3003011","dfrA10","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3005051","LpsB","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3004719","tet(X3)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3004441","tet(59)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002850","arr-5","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3000833","evgS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002708","QnrA2","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3007085","PRC-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003099","cphA2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007251","MCR-3.38","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3003843","leuO","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000676","H-NS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000516","emrR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3003209","fosA5","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3000828","baeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002877","BcI","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002862","dfrA7","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3000172","FosB","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3002625","ANT(4')-IIb","ARO:3000229","ANT(4')","ant"
"ARO:3008462","OXA-1043","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002156","FOX-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008580","OXA-1162","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003094","imiH","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007368","FosG","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3008182","FOX-20","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006103","OXA-917","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008392","MOX-24","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002191","MOX-9","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003101","cphA5","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008384","MOX-16","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008578","OXA-1160","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006027","OXA-830","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008571","OXA-1153","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008387","MOX-19","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008388","MOX-20","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004450","TRU-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008735","OXA-958","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008390","MOX-22","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002942","vanH gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3000010","vanA","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3001730","OXA-274","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004086","APH(3')-VIIIb","ARO:3000126","APH(3')","aph"
"ARO:3004090","ANT(3'')-IIb","ARO:3004275","ANT(3'')","ant"
"ARO:3004478","OXA-665","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002192","IMP-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004577","Acinetobacter baumannii AmvA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002878","BcII","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005328","OXA-671","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001712","OXA-213","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002627","aadK","ARO:3000225","ANT(6)","ant"
"ARO:3000186","tet(M)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3007042","msr(G)","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3007010","norC","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3008457","OXA-1036","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003874","ADC-43","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000656","AcrS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000847","KHM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005047","eptB","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3009096","YOC-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002883","rgt1438","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3006924","CVI-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007210","Nocardia farcinica rox","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3002525","AAC(2')-Ic","ARO:3000341","AAC(2')","aac"
"ARO:3002954","vanX gene in vanO cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002913","vanO","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3007028","salD","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3005493","IND-16","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007013","sdrM","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3007043","msr(I)","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002868","dfrG","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"ARO:3007427","ThfT","ARO:3007425","protein(s) conferring resistance via host-dependent nutrient acquisition","host-dependent nutrient acquisition"
"ARO:3002545","AAC(6')-Ia","ARO:3000345","AAC(6')","aac"
"ARO:3001205","BRP(MBL)","ARO:3001207","gene involved in antibiotic sequestration","antibiotic sequestration"
"ARO:3002908","vanF","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3001849","ACT-29","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006880","EC-5","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007965","ACT-93","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004639","Corynebacterium striatum tetA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003785","Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant"
"ARO:3000855","CAU-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007539","APH(9)-Ic","ARO:3000153","APH(9)","aph"
"ARO:3000822","pmrA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003066","smeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002635","APH(2'')-IIa","ARO:3000128","APH(2'')","aph"
"ARO:3004254","vanV gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3007019","fexB","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3007011","mdeA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002699","cmlB1","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3000856","BJP-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000823","ramA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3001476","OXA-184","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000526","cmeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3004456","Enterococcus faecium chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3005844","OXA-623","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007120","tet(O/M/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"ARO:3004289","Vibrio cholerae varG","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3003206","lsaE","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3003728","vanR gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003905","ANT(4')-Ib","ARO:3000229","ANT(4')","ant"
"ARO:3003723","vanI","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003727","vanK gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3004357","catV","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3007190","vanX gene in vanP cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3005064","cprS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3005063","cprR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3005133","PDC-62","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008704","OXA-1294","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003208","FosXCC","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3003511","Escherichia coli soxS with mutation conferring antibiotic resistance","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant"
"ARO:3002657","APH(6)-Ia","ARO:3000151","APH(6)","aph"
"ARO:3006984","RUB-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007370","FosI","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3004455","Streptococcus suis chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3002709","QnrA3","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3004643","Erm(K)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006903","CAR-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007033","Erm(51)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3007044","mef(F)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3000343","tap","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002824","ErmV","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3001769","OXA-42","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003767","mphM","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3000604","Erm(35)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3008172","DHA-34","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006955","MYX-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004759","BPU-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003854","ADC-8","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001754","OXA-299","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001734","OXA-279","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002944","vanH gene in vanD cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003576","eptA","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3000829","baeS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3007017","SHD-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004652","Erm(O)-lrm","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3006994","SHN-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001808","OXA-60","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004291","Rhodobacter sphaeroides ampC beta-lactamase","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002535","AAC(3)-IIc","ARO:3000322","AAC(3)","aac"
"ARO:3006952","MOC-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002930","vanR gene in vanO cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002952","vanX gene in vanF cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002919","vanR gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003620","OXA-464","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3009029","PJM-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000816","mtrA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3004668","QnrAS","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002791","QnrS2","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3006894","ALI-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3003381","Escherichia coli soxR with mutation conferring antibiotic resistance","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant"
"ARO:3002661","APH(7'')-Ia","ARO:3000154","APH(7'')","aph"
"ARO:3007892","ACT-109","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004782","ERP-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004764","CBP-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002563","AAC(6')-Isa","ARO:3000345","AAC(6')","aac"
"ARO:3009065","SRT-4","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000601","Erm(38)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3005111","blaS1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000600","Erm(34)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3007921","ACT-156","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002676","catB3","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"ARO:3008509","OXA-1091","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000840","JOHN-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004569","ICR-Mo","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3004784","FAR-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003577","ugd","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3002601","aadA","ARO:3004275","ANT(3'')","ant"
"ARO:3002848","arr-3","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme"
"ARO:3000165","tet(A)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3002364","PER-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003196","tet(45)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3007097","FosM1","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3000230","ANT(2'')-Ia","ARO:3004276","ANT(2'')","ant"
"ARO:3004603","tet(56)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3001424","OXA-29","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007438","LAQ-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004544","mphJ","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3005060","OXA-837","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004651","lin","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"ARO:3001329","mdtG","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3003841","kdpE","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3001328","Escherichia coli mdfA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3004290","Escherichia coli ampC beta-lactamase","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3003578","PmrF","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3003207","FosK","ARO:3000342","fosfomycin inactivation enzyme","fos"
"ARO:3008116","CMY-179","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002912","vanN","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002975","vanT gene in vanN cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3000182","tet(Y)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"ARO:3007637","Clostridioides difficile cplR","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"ARO:3002969","vanXY gene in vanN cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002929","vanR gene in vanN cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3003072","mphL","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3002928","vanR gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002939","vanS gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002911","vanM","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002953","vanX gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"ARO:3002560","AAC(6')-Iq","ARO:3000345","AAC(6')","aac"
