"","ARO_Term_ID","Term_Label","Parent_ID","Parent_Label","gene_class","abbreviation"
"1","ARO:3004467","ciprofloxacin phosphotransferase","ARO:3004467","ciprofloxacin phosphotransferase","crpP","crpP"
"2","ARO:3000507","rifampin-resistant RNA polymerase-binding protein","ARO:3000507","rifampin-resistant RNA polymerase-binding protein","rifampin Rbp","rifampin Rbp"
"3","ARO:3000249","chloramphenicol phosphotransferase","ARO:3000249","chloramphenicol phosphotransferase","cpt","cpt"
"4","ARO:3004238","sulfonamide resistant sul","ARO:3004238","sulfonamide resistant sul","sul","sul"
"5","ARO:3000225","ANT(6)","ARO:3000225","ANT(6)","ant","ant"
"6","ARO:3000333","macrolide phosphotransferase (MPH)","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"7","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"8","ARO:3004261","viomycin phosphotransferase","ARO:3004261","viomycin phosphotransferase","vph","vph"
"9","ARO:3007419","aminoglycoside bifunctional resistance protein","ARO:3007419","aminoglycoside bifunctional resistance protein","bifunctional aminoglycoside","bifunctional aminoglycoside"
"10","ARO:3000076","class C beta-lactamase","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"11","ARO:3000869","streptothricin acetyltransferase (SAT)","ARO:3000869","streptothricin acetyltransferase (SAT)","sat","sat"
"12","ARO:3002959","vanY gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"13","ARO:3002972","vanT gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"14","ARO:3003724","vanW gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"15","ARO:3002948","vanH gene in vanO cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"16","ARO:3003069","vanXY gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"17","ARO:3002909","vanG","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"18","ARO:3000191","tet(Q)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"19","ARO:3002955","vanY gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"20","ARO:3002956","vanY gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"21","ARO:3002961","vanY gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"22","ARO:3002971","vanT gene in vanE cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"23","ARO:3007104","nimA","ARO:3007103","nitroimidazole reductase","nim","nim"
"24","ARO:3007112","nimJ","ARO:3007103","nitroimidazole reductase","nim","nim"
"25","ARO:3002958","vanY gene in vanF cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"26","ARO:3002964","vanW gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"27","ARO:3000518","CRP","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"28","ARO:3002965","vanW gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"29","ARO:3002945","vanH gene in vanF cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"30","ARO:3002947","vanH gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"31","ARO:3007107","nimE","ARO:3007103","nitroimidazole reductase","nim","nim"
"32","ARO:3000196","tet(32)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"33","ARO:3000197","tet(36)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"34","ARO:3007109","nimG","ARO:3007103","nitroimidazole reductase","nim","nim"
"35","ARO:3004470","poxtA","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"36","ARO:3000556","tet(44)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"37","ARO:3000195","tetB(P)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"38","ARO:3005069","rsmA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"39","ARO:3000190","tet(O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"40","ARO:3004655","nimB","ARO:3007103","nitroimidazole reductase","nim","nim"
"41","ARO:3002639","APH(3'')-Ib","ARO:3000127","APH(3'')","aph","aph"
"42","ARO:3002943","vanH gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"43","ARO:3002528","AAC(3)-Ia","ARO:3000322","AAC(3)","aac","aac"
"44","ARO:3000819","nalD","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"45","ARO:3004059","Type A NfxB","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"46","ARO:3002606","aadA6","ARO:3004275","ANT(3'')","ant","ant"
"47","ARO:3006211","VEB-14","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"48","ARO:3003801","bcr-1","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"49","ARO:3002604","aadA4","ARO:3004275","ANT(3'')","ant","ant"
"50","ARO:3002891","Streptomyces rimosus otr(A)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"51","ARO:3004107","Pseudomonas aeruginosa soxR","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant","variant or mutant"
"52","ARO:3002536","AAC(3)-IIIa","ARO:3000322","AAC(3)","aac","aac"
"53","ARO:3001797","OXA-46","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"54","ARO:3001811","OXA-129","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"55","ARO:3004675","aphA15","ARO:3000126","APH(3')","aph","aph"
"56","ARO:3002585","AAC(6')-31","ARO:3000345","AAC(6')","aac","aac"
"57","ARO:3004786","FIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"58","ARO:3002595","AAC(6')-IIb","ARO:3000345","AAC(6')","aac","aac"
"59","ARO:3002594","AAC(6')-IIa","ARO:3000345","AAC(6')","aac","aac"
"60","ARO:3005150","PAC-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"61","ARO:3002206","IMP-15","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"62","ARO:3003709","MexZ","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"63","ARO:3002274","VIM-4","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"64","ARO:3002578","AAC(6')-Ib7","ARO:3000345","AAC(6')","aac","aac"
"65","ARO:3000149","FosA","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"66","ARO:3001796","OXA-50","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"67","ARO:3007101","BcIII","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"68","ARO:3002209","IMP-18","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"69","ARO:3007372","FosBx1","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"70","ARO:3000606","FEZ-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"71","ARO:3005008","TxR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"72","ARO:3000841","CGB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"73","ARO:3009041","RSC1-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"74","ARO:3004574","Acinetobacter baumannii AbaQ","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"75","ARO:3005053","ArnT","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"76","ARO:3007127","Streptomyces lividans otr(A)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"77","ARO:3002541","AAC(3)-VIIa","ARO:3000322","AAC(3)","aac","aac"
"78","ARO:3007371","FosA8","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"79","ARO:3000245","RbpA","ARO:3000507","rifampin-resistant RNA polymerase-binding protein","rifampin Rbp","rifampin Rbp"
"80","ARO:3005085","AAC(3)-IIg","ARO:3000322","AAC(3)","aac","aac"
"81","ARO:3003210","FosA4","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"82","ARO:3007208","HelR","ARO:3000507","rifampin-resistant RNA polymerase-binding protein","rifampin Rbp","rifampin Rbp"
"83","ARO:3007209","Streptomyces venezuelae rox","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme","RIF-inact. enz."
"84","ARO:3004573","Acinetobacter baumannii AbaF","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"85","ARO:3002574","AAC(6')-Iaf","ARO:3000345","AAC(6')","aac","aac"
"86","ARO:3003011","dfrA10","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"87","ARO:3005051","LpsB","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation","permeability modulation"
"88","ARO:3004719","tet(X3)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"89","ARO:3004441","tet(59)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"90","ARO:3002850","arr-5","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme","RIF-inact. enz."
"91","ARO:3000833","evgS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"92","ARO:3002708","QnrA2","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"93","ARO:3007085","PRC-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"94","ARO:3003099","cphA2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"95","ARO:3007251","MCR-3.38","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"96","ARO:3003843","leuO","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"97","ARO:3000676","H-NS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"98","ARO:3000516","emrR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"99","ARO:3003209","fosA5","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"100","ARO:3000828","baeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"101","ARO:3002877","BcI","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"102","ARO:3002862","dfrA7","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"103","ARO:3000172","FosB","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"104","ARO:3002625","ANT(4')-IIb","ARO:3000229","ANT(4')","ant","ant"
"105","ARO:3008462","OXA-1043","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"106","ARO:3002156","FOX-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"107","ARO:3008580","OXA-1162","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"108","ARO:3003094","imiH","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"109","ARO:3007368","FosG","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"110","ARO:3008182","FOX-20","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"111","ARO:3006103","OXA-917","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"112","ARO:3008392","MOX-24","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"113","ARO:3002191","MOX-9","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"114","ARO:3003101","cphA5","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"115","ARO:3008384","MOX-16","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"116","ARO:3008578","OXA-1160","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"117","ARO:3006027","OXA-830","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"118","ARO:3008571","OXA-1153","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"119","ARO:3008387","MOX-19","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"120","ARO:3008388","MOX-20","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"121","ARO:3004450","TRU-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"122","ARO:3008735","OXA-958","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"123","ARO:3008390","MOX-22","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"124","ARO:3002942","vanH gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"125","ARO:3000010","vanA","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"126","ARO:3001730","OXA-274","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"127","ARO:3004086","APH(3')-VIIIb","ARO:3000126","APH(3')","aph","aph"
"128","ARO:3004090","ANT(3'')-IIb","ARO:3004275","ANT(3'')","ant","ant"
"129","ARO:3004478","OXA-665","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"130","ARO:3002192","IMP-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"131","ARO:3004577","Acinetobacter baumannii AmvA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"132","ARO:3002878","BcII","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"133","ARO:3005328","OXA-671","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"134","ARO:3001712","OXA-213","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"135","ARO:3002627","aadK","ARO:3000225","ANT(6)","ant","ant"
"136","ARO:3000186","tet(M)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"137","ARO:3007042","msr(G)","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"138","ARO:3007010","norC","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"139","ARO:3008457","OXA-1036","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"140","ARO:3003874","ADC-43","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"141","ARO:3000656","AcrS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"142","ARO:3000847","KHM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"143","ARO:3005047","eptB","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"144","ARO:3009096","YOC-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"145","ARO:3002883","rgt1438","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme","RIF-inact. enz."
"146","ARO:3006924","CVI-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"147","ARO:3007210","Nocardia farcinica rox","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme","RIF-inact. enz."
"148","ARO:3002525","AAC(2')-Ic","ARO:3000341","AAC(2')","aac","aac"
"149","ARO:3002954","vanX gene in vanO cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"150","ARO:3002913","vanO","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"151","ARO:3007028","salD","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"152","ARO:3005493","IND-16","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"153","ARO:3007013","sdrM","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"154","ARO:3007043","msr(I)","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"155","ARO:3002868","dfrG","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"156","ARO:3007427","ThfT","ARO:3007425","protein(s) conferring resistance via host-dependent nutrient acquisition","host-dependent nutrient acquisition","host-dependent nutrient acquisition"
"157","ARO:3002545","AAC(6')-Ia","ARO:3000345","AAC(6')","aac","aac"
"158","ARO:3001205","BRP(MBL)","ARO:3001207","gene involved in antibiotic sequestration","antibiotic sequestration","antibiotic sequestration"
"159","ARO:3002908","vanF","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"160","ARO:3001849","ACT-29","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"161","ARO:3006880","EC-5","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"162","ARO:3007965","ACT-93","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"163","ARO:3004639","Corynebacterium striatum tetA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"164","ARO:3003785","Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant","variant or mutant"
"165","ARO:3000855","CAU-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"166","ARO:3007539","APH(9)-Ic","ARO:3000153","APH(9)","aph","aph"
"167","ARO:3000822","pmrA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"168","ARO:3003066","smeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"169","ARO:3002635","APH(2'')-IIa","ARO:3000128","APH(2'')","aph","aph"
"170","ARO:3004254","vanV gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"171","ARO:3007019","fexB","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"172","ARO:3007011","mdeA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"173","ARO:3002699","cmlB1","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"174","ARO:3000856","BJP-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"175","ARO:3000823","ramA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"176","ARO:3001476","OXA-184","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"177","ARO:3000526","cmeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"178","ARO:3004456","Enterococcus faecium chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"179","ARO:3005844","OXA-623","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"180","ARO:3007120","tet(O/M/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"181","ARO:3004289","Vibrio cholerae varG","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"182","ARO:3003206","lsaE","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"183","ARO:3003728","vanR gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"184","ARO:3003905","ANT(4')-Ib","ARO:3000229","ANT(4')","ant","ant"
"185","ARO:3003723","vanI","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"186","ARO:3003727","vanK gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"187","ARO:3004357","catV","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"188","ARO:3007190","vanX gene in vanP cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"189","ARO:3005064","cprS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"190","ARO:3005063","cprR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"191","ARO:3005133","PDC-62","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"192","ARO:3008704","OXA-1294","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"193","ARO:3003208","FosXCC","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"194","ARO:3003511","Escherichia coli soxS with mutation conferring antibiotic resistance","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant","variant or mutant"
"195","ARO:3002657","APH(6)-Ia","ARO:3000151","APH(6)","aph","aph"
"196","ARO:3006984","RUB-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"197","ARO:3007370","FosI","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"198","ARO:3004455","Streptococcus suis chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"199","ARO:3002709","QnrA3","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"200","ARO:3004643","Erm(K)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"201","ARO:3006903","CAR-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"202","ARO:3007033","Erm(51)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"203","ARO:3007044","mef(F)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"204","ARO:3000343","tap","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"205","ARO:3002824","ErmV","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"206","ARO:3001769","OXA-42","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"207","ARO:3003767","mphM","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"208","ARO:3000604","Erm(35)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"209","ARO:3008172","DHA-34","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"210","ARO:3006955","MYX-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"211","ARO:3004759","BPU-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"212","ARO:3003854","ADC-8","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"213","ARO:3001754","OXA-299","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"214","ARO:3001734","OXA-279","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"215","ARO:3002944","vanH gene in vanD cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"216","ARO:3003576","eptA","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"217","ARO:3000829","baeS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"218","ARO:3007017","SHD-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"219","ARO:3004652","Erm(O)-lrm","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"220","ARO:3006994","SHN-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"221","ARO:3001808","OXA-60","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"222","ARO:3004291","Rhodobacter sphaeroides ampC beta-lactamase","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"223","ARO:3002535","AAC(3)-IIc","ARO:3000322","AAC(3)","aac","aac"
"224","ARO:3006952","MOC-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"225","ARO:3002930","vanR gene in vanO cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"226","ARO:3002952","vanX gene in vanF cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"227","ARO:3002919","vanR gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"228","ARO:3003620","OXA-464","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"229","ARO:3009029","PJM-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"230","ARO:3000816","mtrA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"231","ARO:3004668","QnrAS","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"232","ARO:3002791","QnrS2","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"233","ARO:3006894","ALI-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"234","ARO:3003381","Escherichia coli soxR with mutation conferring antibiotic resistance","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant","variant or mutant"
"235","ARO:3002661","APH(7'')-Ia","ARO:3000154","APH(7'')","aph","aph"
"236","ARO:3007892","ACT-109","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"237","ARO:3004782","ERP-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"238","ARO:3004764","CBP-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"239","ARO:3002563","AAC(6')-Isa","ARO:3000345","AAC(6')","aac","aac"
"240","ARO:3009065","SRT-4","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"241","ARO:3000601","Erm(38)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"242","ARO:3005111","blaS1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"243","ARO:3000600","Erm(34)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"244","ARO:3007921","ACT-156","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"245","ARO:3002676","catB3","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"246","ARO:3008509","OXA-1091","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"247","ARO:3000840","JOHN-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"248","ARO:3004569","ICR-Mo","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"249","ARO:3004784","FAR-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"250","ARO:3003577","ugd","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"251","ARO:3002601","aadA","ARO:3004275","ANT(3'')","ant","ant"
"252","ARO:3002848","arr-3","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme","RIF-inact. enz."
"253","ARO:3000165","tet(A)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"254","ARO:3002364","PER-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
