"","ARO_Term_ID","Term_Label","Parent_ID","Parent_Label","gene_class","abbreviation"
"255","ARO:3003196","tet(45)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"256","ARO:3007097","FosM1","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"257","ARO:3000230","ANT(2'')-Ia","ARO:3004276","ANT(2'')","ant","ant"
"258","ARO:3004603","tet(56)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"259","ARO:3001424","OXA-29","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"260","ARO:3007438","LAQ-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"261","ARO:3004544","mphJ","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"262","ARO:3005060","OXA-837","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"263","ARO:3004651","lin","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"264","ARO:3001329","mdtG","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"265","ARO:3003841","kdpE","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"266","ARO:3001328","Escherichia coli mdfA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"267","ARO:3004290","Escherichia coli ampC beta-lactamase","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"268","ARO:3003578","PmrF","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"269","ARO:3003207","FosK","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"270","ARO:3008116","CMY-179","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"271","ARO:3002912","vanN","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"272","ARO:3002975","vanT gene in vanN cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"273","ARO:3000182","tet(Y)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"274","ARO:3007637","Clostridioides difficile cplR","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"275","ARO:3002969","vanXY gene in vanN cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"276","ARO:3002929","vanR gene in vanN cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"277","ARO:3003072","mphL","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"278","ARO:3002928","vanR gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"279","ARO:3002939","vanS gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"280","ARO:3002911","vanM","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"281","ARO:3002953","vanX gene in vanM cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"282","ARO:3002560","AAC(6')-Iq","ARO:3000345","AAC(6')","aac","aac"
"283","ARO:3009024","PEN-B2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"284","ARO:3002539","AAC(3)-IVa","ARO:3000322","AAC(3)","aac","aac"
"285","ARO:3002544","AAC(3)-Xa","ARO:3000322","AAC(3)","aac","aac"
"286","ARO:3002182","MOX-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"287","ARO:3004660","catB11","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"288","ARO:3006896","ANA-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"289","ARO:3006996","SPR-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"290","ARO:3001415","OXA-20","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"291","ARO:3005726","OXA-493","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"292","ARO:3007229","MCR-8.2","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"293","ARO:3004105","TMB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"294","ARO:3007971","ACT-99","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"295","ARO:3004085","lnuG","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"296","ARO:3003558","y56 beta-lactamase","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"297","ARO:3002579","AAC(6')-Ib8","ARO:3000345","AAC(6')","aac","aac"
"298","ARO:3003200","AAC(6')-Ian","ARO:3000345","AAC(6')","aac","aac"
"299","ARO:3001417","OXA-22","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"300","ARO:3005326","OXA-571","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"301","ARO:3003770","Listeria monocytogenes mprF","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"302","ARO:3000462","mgtA","ARO:3000458","macrolide glycosyltransferase","mgt","mgt"
"303","ARO:3004628","AAC(2')-IIa","ARO:3000341","AAC(2')","aac","aac"
"304","ARO:3007180","MAB","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"305","ARO:3002781","QnrB69","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"306","ARO:3004699","sta","ARO:3000869","streptothricin acetyltransferase (SAT)","sat","sat"
"307","ARO:3002569","AAC(6')-Iy","ARO:3000345","AAC(6')","aac","aac"
"308","ARO:3000504","golS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"309","ARO:3005162","FosA7.5","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"310","ARO:3005346","DfrA34","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"311","ARO:3002619","aadA22","ARO:3004275","ANT(3'')","ant","ant"
"312","ARO:3004539","mphH","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"313","ARO:3007369","FosH","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"314","ARO:3004113","FosA7","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"315","ARO:3003981","tetB(58)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"316","ARO:3004555","dfrA32","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"317","ARO:3004856","SCO-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"318","ARO:3007049","mef(J)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"319","ARO:3006986","SFO-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"320","ARO:3007836","CARB-57","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"321","ARO:3002704","fexA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"322","ARO:3002527","AAC(2')-Ie","ARO:3000341","AAC(2')","aac","aac"
"323","ARO:3006923","CMA-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"324","ARO:3000198","FosX","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"325","ARO:3000326","ErmE","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"326","ARO:3006904","CDD-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"327","ARO:3007669","aadT","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"328","ARO:3008125","CMY-190","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"329","ARO:3002804","FosA2","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"330","ARO:3007846","SIE-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"331","ARO:3004442","tet(W/N/W)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"332","ARO:3002263","IND-7","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"333","ARO:3002524","AAC(2')-Ib","ARO:3000341","AAC(2')","aac","aac"
"334","ARO:3002846","arr-1","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme","RIF-inact. enz."
"335","ARO:3000602","Erm(39)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"336","ARO:3000251","msrA","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"337","ARO:3007098","FosM2","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"338","ARO:3002630","ANT(9)-Ia","ARO:3000228","ANT(9)","ant","ant"
"339","ARO:3000561","tet(30)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"340","ARO:3002931","vanS gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"341","ARO:3007099","FosM3","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"342","ARO:3002967","vanXY gene in vanE cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"343","ARO:3006997","SPS-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"344","ARO:3008084","CME-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"345","ARO:3000522","ErmG","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"346","ARO:3002260","IND-4","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"347","ARO:3000167","tet(C)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"348","ARO:3001812","OXA-54","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"349","ARO:3007005","YEM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"350","ARO:3005348","DfrA36","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"351","ARO:3007050","mreA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"352","ARO:3003989","AAC(6')-34","ARO:3000345","AAC(6')","aac","aac"
"353","ARO:3002013","CMY-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"354","ARO:3002613","aadA13","ARO:3004275","ANT(3'')","ant","ant"
"355","ARO:3002648","APH(3')-IVa","ARO:3000126","APH(3')","aph","aph"
"356","ARO:3004451","Agrobacterium fabrum chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"357","ARO:3002832","vgaD","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"358","ARO:3002368","PER-6","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"359","ARO:3002801","QnrVC4","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"360","ARO:3000005","vanD","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"361","ARO:3003725","vanX gene in vanI cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"362","ARO:3003987","VatI","ARO:3000233","streptogramin inactivation enzyme","vat","vat"
"363","ARO:3000844","TUS-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"364","ARO:3000603","Erm(41)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"365","ARO:3006987","SGM-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"366","ARO:3002974","vanTr gene in vanL cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"367","ARO:3006991","SGM-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"368","ARO:3002787","QnrC","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"369","ARO:3007029","salE","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"370","ARO:3002603","aadA3","ARO:3004275","ANT(3'')","ant","ant"
"371","ARO:3008605","OXA-1189","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"372","ARO:3008011","ADC-295","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"373","ARO:3006870","CSA-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"374","ARO:3007897","ACT-115","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"375","ARO:3006458","CMY-159","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"376","ARO:3002754","QnrB39","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"377","ARO:3002616","aadA16","ARO:3004275","ANT(3'')","ant","ant"
"378","ARO:3001713","OXA-214","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"379","ARO:3000814","MexT","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"380","ARO:3002907","vanE","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"381","ARO:3002910","vanL","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"382","ARO:3002966","vanXY gene in vanC cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"383","ARO:3002879","linG","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"384","ARO:3002825","ErmY","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"385","ARO:3008733","OXA-956","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"386","ARO:3006905","CDD-2","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"387","ARO:3002926","vanR gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"388","ARO:3004253","vanU gene in vanG cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"389","ARO:3002690","Streptomyces lividans cmlR","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"390","ARO:3003026","fusH","ARO:3003025","fusidic acid inactivation enzyme","fai","fai"
"391","ARO:3000463","gimA","ARO:3000458","macrolide glycosyltransferase","mgt","mgt"
"392","ARO:3008822","PAM-5","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"393","ARO:3000319","mphC","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"394","ARO:3008175","FONA-12","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"395","ARO:3006985","SFC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"396","ARO:3005273","TEM-243","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"397","ARO:3005936","OXA-731","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"398","ARO:3005045","SatA","ARO:3000869","streptothricin acetyltransferase (SAT)","sat","sat"
"399","ARO:3006313","ADC-138","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"400","ARO:3004189","Bla2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"401","ARO:3004636","qnrE1","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"402","ARO:3008773","OXA-996","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"403","ARO:3006424","ADC-254","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"404","ARO:3001418","OXA-23","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"405","ARO:3007456","dfrL","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
